label,merged_by_organizations,has_quorum_intersection,top_tier_size,mbs_min,mbs_max,mbs_mean,mss_min,mss_max,mss_mean,mq_min,mq_max,mq_mean,analysis_duration_mq,analysis_duration_mbs,analysis_duration_mss,analysis_duration_total
2020-07-01,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.151993621,0.000050104,0.000067998,0.153923784
2020-07-02,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.157338434,0.000060276,0.000082471,0.159664169
2020-07-03,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.191089091,0.000062522,0.00009022,0.205024818
2020-07-04,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.152364123,0.000057457,0.000057134,0.154438899
2020-07-05,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.174703987,0.000055444,0.000086505,0.177399092
2020-07-06,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.212968272,0.000052182,0.000057607,0.21548262
2020-07-07,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.163514717,0.000060046,0.000080278,0.165544877
2020-07-08,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.159938743,0.000044234,0.000068245,0.181146685
2020-07-09,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.156082941,0.000047546,0.000056819,0.159436652
2020-07-10,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.157965736,0.000045549,0.000063314,0.161956683
2020-07-11,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.14958749,0.0000524,0.000056594,0.154484723
2020-07-12,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.15036732,0.000055614,0.000056793,0.155045913
2020-07-13,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.152255631,0.000055339,0.000056773,0.155034797
2020-07-14,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.151946381,0.000048539,0.000066896,0.15523555
2020-07-15,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.186561285,0.000038832,0.000058544,0.190454791
2020-07-16,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.196625735,0.000053466,0.000056239,0.200560827
2020-07-17,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.153018629,0.000062537,0.000067822,0.156187855
2020-07-18,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.152703638,0.000059679,0.000059308,0.157881115
2020-07-19,true,true,7,3,3,3.0,3,3,3.0,5,5,5.0,0.178615451,0.000063911,0.000077382,0.18163995
